name,final,return_pct,maxdd,trades,exits,win_rate,profit_exits,hard_stops,trail_stops,sma_exits,in_position_end
LIVE + early score <= 2 entry,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
LIVE + avoid 10d parabolic >25%,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
LIVE + avoid 10d parabolic >30%,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
LIVE + QQQ ADX >= 15,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
LIVE + QQQ ADX >= 18,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
LIVE + QQQ ADX >= 20,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
reentry drop3% timeout3,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
p10% hard5.0% trail12% rsi55,811.1292086395563,-0.1888707913604437,-0.28044849941439143,15,7,0.14285714285714285,1,5,1,0,True
p12% hard10.0% trail15% rsi70,808.729032417552,-0.191270967582448,-0.3978206192497432,15,7,0.2857142857142857,2,3,2,0,True
p10% hard5.0% trail15% rsi60,807.6222295582844,-0.19237777044171556,-0.281535027845627,21,10,0.2,2,8,0,0,True
p8% hard7.5% trail10% rsi65,805.41842940419,-0.19458157059581005,-0.314467305405715,25,12,0.3333333333333333,3,3,6,0,True
p8% hard10.0% trail10% rsi65,804.5898828374178,-0.19541011716258216,-0.31483980637709663,25,12,0.3333333333333333,3,1,8,0,True
reentry drop3% timeout10,804.514349196461,-0.19548565080353897,-0.20198375360876142,14,7,0.2857142857142857,2,4,1,0,False
p10% hard5.0% trail10% rsi55,803.3273938484961,-0.19667260615150395,-0.2873694775771849,15,7,0.14285714285714285,1,5,1,0,True
p10% hard5.0% trail15% rsi55,802.9808001548696,-0.1970191998451304,-0.2876769403213275,15,7,0.14285714285714285,1,6,0,0,True
p12% hard10.0% trail15% rsiNone,802.8887952608106,-0.19711120473918942,-0.39759253797668037,15,7,0.2857142857142857,2,3,2,0,True
p10% hard5.0% trail12% rsi65,802.1604490207213,-0.19783955097927863,-0.30512616175361673,23,11,0.18181818181818182,2,7,2,0,True
p12% hard5.0% trail15% rsi60,802.0874450403445,-0.19791255495965554,-0.31211913394915414,17,8,0.125,1,7,0,0,True
p6% hard7.5% trail15% rsi60,801.9460989733409,-0.1980539010266591,-0.3139840560718822,21,10,0.4,4,5,1,0,True
p10% hard10.0% trail15% rsiNone,800.6989529386763,-0.1993010470613238,-0.37254531433779015,17,8,0.375,3,4,1,0,True
p10% hard10.0% trail15% rsi70,800.2899466820319,-0.1997100533179681,-0.37030926177359225,17,8,0.375,3,4,1,0,True
p12% hard10.0% trail12% rsi60,799.9824886096415,-0.2000175113903585,-0.32525978188131477,17,8,0.25,2,4,2,0,True
LIVE + VIX 5d spike <= 15%,798.3895900422305,-0.20161040995776958,-0.31274741320313326,19,9,0.3333333333333333,3,5,1,0,True
p8% hard7.5% trail12% rsi65,789.8644782741583,-0.2101355217258417,-0.3052117419060729,21,10,0.3,3,4,3,0,True
p6% hard7.5% trail12% rsi60,788.3825174870741,-0.2116174825129259,-0.31398405607188196,23,11,0.36363636363636365,4,5,2,0,True
p12% hard7.5% trail12% rsi60,783.7621901698111,-0.21623780983018892,-0.3278515390349074,19,9,0.2222222222222222,2,4,3,0,True
p10% hard10.0% trail10% rsi55,781.4192511898526,-0.21858074881014733,-0.3068041579673909,15,7,0.2857142857142857,2,1,4,0,True
p6% hard7.5% trail15% rsi65,780.3287754459744,-0.21967122455402555,-0.33685743912915267,21,10,0.4,4,6,0,0,True
p12% hard7.5% trail15% rsi60,779.794479120411,-0.220205520879589,-0.3757902165432877,13,6,0.16666666666666666,1,3,2,0,True
p6% hard10.0% trail15% rsi60,779.384951232175,-0.220615048767825,-0.3122833929883747,17,8,0.375,3,4,1,0,True
p10% hard7.5% trail12% rsi60,778.9746175592588,-0.2210253824407412,-0.3292202340417175,21,10,0.3,3,5,2,0,True
p12% hard10.0% trail12% rsi55,778.9029568144155,-0.22109704318558454,-0.3389560766056472,11,5,0.2,1,3,1,0,True
p6% hard10.0% trail10% rsi55,778.8328481607462,-0.22116715183925384,-0.3032386244991476,17,8,0.375,3,1,4,0,True
p10% hard5.0% trail15% rsi65,775.6427142100429,-0.22435728578995717,-0.32809722719568746,23,11,0.18181818181818182,2,8,1,0,True
p8% hard10.0% trail15% rsi70,770.7669486671205,-0.22923305133287952,-0.39593245849472536,21,10,0.4,4,5,1,0,True
p8% hard10.0% trail15% rsiNone,770.7669486671205,-0.22923305133287952,-0.39593245849472536,21,10,0.4,4,5,1,0,True
p12% hard5.0% trail15% rsi65,770.327091225754,-0.22967290877424607,-0.35669924189527935,19,9,0.1111111111111111,1,7,1,0,True
p6% hard7.5% trail12% rsi65,767.3656930341359,-0.23263430696586407,-0.31719215834934644,25,12,0.3333333333333333,4,5,3,0,True
p12% hard10.0% trail12% rsi65,766.5304788543035,-0.23346952114569652,-0.3704460903298765,17,8,0.25,2,4,2,0,True
p10% hard10.0% trail15% rsi60,764.4039794773166,-0.23559602052268336,-0.33287865188161836,15,7,0.2857142857142857,2,4,1,0,True
p12% hard7.5% trail12% rsi65,762.8685351251087,-0.23713146487489134,-0.3629278879452019,21,10,0.2,2,4,4,0,True
p12% hard7.5% trail15% rsi65,758.7742764389827,-0.24122572356101724,-0.40856040601817767,13,6,0.16666666666666666,1,4,1,0,True
p8% hard10.0% trail10% rsi55,758.6460343719436,-0.24135396562805633,-0.3166137981013373,15,7,0.2857142857142857,2,1,4,0,True
p10% hard7.5% trail12% rsi65,758.2085903739774,-0.24179140962602264,-0.3431995880278864,23,11,0.2727272727272727,3,5,3,0,True
p12% hard10.0% trail15% rsi60,756.3926445564748,-0.2436073554435252,-0.3620253627571042,13,6,0.16666666666666666,1,3,2,0,True
reentry drop5% timeout5,751.7610014102062,-0.2482389985897938,-0.29075087810370637,13,6,0.16666666666666666,1,4,1,0,True
p6% hard10.0% trail15% rsi65,742.7744635629904,-0.2572255364370096,-0.3617925920795928,17,8,0.375,3,4,1,0,True
p10% hard7.5% trail15% rsi55,733.9719528316076,-0.26602804716839235,-0.41412578160511004,13,6,0.16666666666666666,1,5,0,0,True
p12% hard7.5% trail15% rsi55,733.9719528316076,-0.26602804716839235,-0.41412578160511004,13,6,0.16666666666666666,1,5,0,0,True
p8% hard10.0% trail15% rsi60,732.5221706464172,-0.2674778293535828,-0.3607029906589563,19,9,0.3333333333333333,3,5,1,0,True
p10% hard10.0% trail15% rsi65,728.4972014202262,-0.2715027985797738,-0.38090518389386085,15,7,0.2857142857142857,2,4,1,0,True
p12% hard10.0% trail15% rsi65,720.8621874404924,-0.27913781255950754,-0.40795360268671266,13,6,0.16666666666666666,1,3,2,0,True
LIVE + ADX18 and EMA21 slope,709.6629922443708,-0.2903370077556292,-0.33046825633753485,11,5,0.0,0,4,1,0,True
p8% hard10.0% trail15% rsi65,698.1129947270506,-0.3018870052729494,-0.4067264290799377,19,9,0.3333333333333333,3,5,1,0,True
p8% hard7.5% trail15% rsi55,694.0328620686938,-0.30596713793130614,-0.41412578160511004,13,6,0.16666666666666666,1,5,0,0,True
p6% hard7.5% trail15% rsi55,686.256960848735,-0.313743039151265,-0.41412578160511004,13,6,0.16666666666666666,1,5,0,0,True
p12% hard7.5% trail10% rsi55,684.4668632174294,-0.31553313678257067,-0.40462541163437293,15,7,0.14285714285714285,1,4,2,0,True
reentry drop5% timeout1,679.3162867800006,-0.32068371321999944,-0.376498953635618,23,11,0.2727272727272727,3,7,1,0,True
reentry drop3% timeout5,679.2194294794133,-0.3207805705205867,-0.3591902439345729,15,7,0.14285714285714285,1,5,1,0,True
p12% hard7.5% trail12% rsi55,673.5448511592289,-0.3264551488407711,-0.41412578160511004,15,7,0.14285714285714285,1,5,1,0,True
reentry drop3% timeout1,672.0451039475263,-0.32795489605247374,-0.38317270810401716,25,12,0.25,3,7,2,0,True
p10% hard7.5% trail10% rsi55,671.1482337429392,-0.3288517662570608,-0.40462541163437293,15,7,0.14285714285714285,1,4,2,0,True
reentry drop2% timeout1,670.7041359044127,-0.3292958640955873,-0.3844034970521014,25,12,0.25,3,7,2,0,True
p8% hard7.5% trail10% rsi55,660.9418937264253,-0.3390581062735747,-0.40462541163437293,15,7,0.14285714285714285,1,4,2,0,True
p10% hard7.5% trail12% rsi55,660.4387465556074,-0.3395612534443926,-0.41412578160511004,15,7,0.14285714285714285,1,5,1,0,True
p6% hard7.5% trail10% rsi55,653.381820334878,-0.3466181796651221,-0.40462541163437293,15,7,0.14285714285714285,1,4,2,0,True
p8% hard7.5% trail12% rsi55,650.3952687238403,-0.34960473127615965,-0.41412578160511004,15,7,0.14285714285714285,1,5,1,0,True
p6% hard7.5% trail12% rsi55,642.9558311397815,-0.3570441688602185,-0.41412578160511004,15,7,0.14285714285714285,1,5,1,0,True
