name,final,return_pct,maxdd,trades,exits,win_rate,profit_exits,hard_stops,trail_stops,sma_exits,in_position_end
p8% hard5.0% trail10% rsi55,824.3133970880442,-0.1756866029119558,-0.2574608235096896,17,8,0.25,2,6,0,0,True
p8% hard5.0% trail12% rsi55,824.3133970880442,-0.1756866029119558,-0.2574608235096896,17,8,0.25,2,6,0,0,True
p8% hard5.0% trail15% rsi55,824.3133970880442,-0.1756866029119558,-0.2574608235096896,17,8,0.25,2,6,0,0,True
p10% hard10.0% trail12% rsi65,823.1803690912275,-0.1768196309087725,-0.30044110227028287,17,8,0.375,3,3,2,0,True
p8% hard5.0% trail15% rsi65,822.5880744896384,-0.17741192551036156,-0.27642709461721116,23,11,0.2727272727272727,3,7,1,0,True
p10% hard10.0% trail10% rsi65,820.9587385899018,-0.17904126141009813,-0.3145903880057195,25,12,0.3333333333333333,3,1,8,0,True
p12% hard10.0% trail10% rsi55,820.3467793490562,-0.1796532206509438,-0.28643203591163235,13,6,0.3333333333333333,1,0,5,0,True
p12% hard5.0% trail10% rsi55,819.269058249082,-0.18073094175091797,-0.2873694775771849,15,7,0.14285714285714285,1,5,1,0,True
p12% hard5.0% trail15% rsi55,818.9155865622619,-0.18108441343773818,-0.2876769403213275,15,7,0.14285714285714285,1,6,0,0,True
p8% hard7.5% trail10% rsi60,818.5695054675242,-0.18143049453247584,-0.3144673054057151,23,11,0.36363636363636365,3,3,5,0,True
p6% hard10.0% trail15% rsi70,818.4429018699334,-0.1815570981300666,-0.34274003995673497,21,10,0.5,5,5,0,0,True
p6% hard10.0% trail15% rsiNone,818.4429018699334,-0.1815570981300666,-0.34274003995673497,21,10,0.5,5,5,0,0,True
p10% hard7.5% trail15% rsi65,818.3593009636323,-0.1816406990363677,-0.3621158390283141,19,9,0.3333333333333333,3,6,0,0,True
p8% hard10.0% trail12% rsi65,818.1549972023046,-0.18184500279769544,-0.3047117867415098,17,8,0.375,3,3,2,0,True
p8% hard10.0% trail10% rsi60,818.1247156882266,-0.18187528431177336,-0.31483980637709663,23,11,0.36363636363636365,3,1,7,0,True
p10% hard7.5% trail12% rsiNone,816.1864877696497,-0.18381351223035025,-0.34804451571710215,25,12,0.3333333333333333,4,5,3,0,True
p10% hard5.0% trail12% rsi60,815.8177378773938,-0.18418226212260613,-0.27424426065178664,21,10,0.2,2,7,1,0,True
p10% hard7.5% trail12% rsi70,815.7695703016536,-0.18423042969834635,-0.34572114995749337,25,12,0.3333333333333333,4,5,3,0,True
p10% hard5.0% trail10% rsi60,815.5787459411177,-0.1844212540588822,-0.27776487475377,23,11,0.18181818181818182,2,6,3,0,True
p6% hard7.5% trail12% rsi70,812.9446669300245,-0.18705533306997557,-0.3239154361982246,27,13,0.38461538461538464,5,5,3,0,True
p6% hard7.5% trail12% rsiNone,812.9446669300245,-0.18705533306997557,-0.3239154361982246,27,13,0.38461538461538464,5,5,3,0,True
LIVE current swing,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
p8% hard7.5% trail12% rsi60,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
LIVE + VIX <= 25 entry,811.4975056979697,-0.18850249430203025,-0.28725770385795213,19,9,0.3333333333333333,3,4,2,0,True
