name,final_multiple,cagr,maxdd,trades,exits,win_rate,profit_exits,hard_stops,trail_stops,sma_exits,in_position_end
p15% hard7.5% trail10% rsi55,25.962431706252442,0.2302636606064261,-0.5794461674141772,313,156,0.4807692307692308,59,41,54,2,True
p8% hard10.0% trail12% rsi60,25.96035194051864,0.23025738924445394,-0.4732215342739897,371,185,0.6,111,31,38,5,True
p8% hard10.0% trail15% rsi55,25.95515405409026,0.23024171338938593,-0.5159801797292856,313,156,0.6666666666666666,104,42,6,4,True
p10% hard5.0% trail15% rsi70,25.94585285099238,0.2302136553595595,-0.5337035599751221,471,235,0.4765957446808511,112,119,3,1,True
LIVE + SMA50 slope10 > 0,25.921837112993668,0.2301411658540058,-0.3923402357325685,340,170,0.5823529411764706,99,47,22,2,False
p6% hard7.5% trail10% rsiNone,25.537746136288558,0.2289731925130476,-0.5429869980837612,623,311,0.5819935691318328,181,64,61,5,True
p15% hard10.0% trail10% rsi60,25.49706244817098,0.228848516580352,-0.4026165101100625,341,170,0.4411764705882353,62,15,90,3,True
p8% hard10.0% trail15% rsi65,25.350602060006832,0.22839813828619038,-0.49752727799011376,359,179,0.659217877094972,118,49,8,4,True
p15% hard5.0% trail15% rsiNone,25.327562850917463,0.2283270690529824,-0.5641759376572946,395,197,0.39593908629441626,78,113,5,1,True
p15% hard5.0% trail12% rsi65,25.15504539031266,0.22779297114561392,-0.5414149737034916,373,186,0.3817204301075269,69,93,24,0,True
p15% hard5.0% trail15% rsi60,24.717503529269496,0.2264228460365072,-0.5424360632112026,331,165,0.4121212121212121,68,94,2,1,True
p12% hard10.0% trail10% rsiNone,24.459278860155973,0.2256035420516025,-0.4929408676301229,441,220,0.4409090909090909,92,16,107,5,True
p15% hard5.0% trail12% rsi60,24.355737902950402,0.22527274692409405,-0.5155247067151791,343,171,0.38596491228070173,65,84,22,0,True
p8% hard5.0% trail12% rsi70,24.315882950730224,0.2251450662833896,-0.5337035599751225,543,271,0.5055350553505535,137,125,8,1,True
p6% hard10.0% trail12% rsi70,24.221025321189757,0.22484038726528732,-0.5113986266917446,487,243,0.6502057613168725,158,40,40,5,True
p8% hard10.0% trail10% rsiNone,24.17050870046568,0.22467767359676172,-0.5737489307490506,527,263,0.532319391634981,139,26,93,5,True
p8% hard10.0% trail12% rsi70,24.11204455320495,0.22448896300795096,-0.47883081026991847,419,209,0.5980861244019139,125,38,40,6,True
p15% hard5.0% trail15% rsi65,23.864235336536705,0.22368429781707366,-0.523513351290245,357,178,0.398876404494382,71,100,6,1,True
p6% hard10.0% trail12% rsiNone,23.706785276978152,0.2231689645282886,-0.5477960406118891,527,263,0.6501901140684411,171,42,44,6,True
p10% hard5.0% trail12% rsi70,23.5151831918602,0.22253751130645694,-0.5337035599751224,489,244,0.4672131147540984,113,117,14,0,True
p8% hard7.5% trail10% rsi70,23.502939125205422,0.22249699556991587,-0.5060755445097327,511,255,0.5215686274509804,132,56,64,3,True
p10% hard5.0% trail12% rsiNone,23.47405601078487,0.22240134270571965,-0.5360430051817744,499,249,0.4578313253012048,113,119,17,0,True
p8% hard10.0% trail12% rsi65,23.397789935455506,0.2221482399318373,-0.48891445561170077,391,195,0.5897435897435898,115,30,44,6,True
p8% hard5.0% trail15% rsi70,23.36728527271737,0.2220467883458872,-0.5337035599751224,531,265,0.5132075471698113,136,127,1,1,True
p12% hard10.0% trail12% rsi60,23.24601323403396,0.22164223472882427,-0.48456550124621334,307,153,0.5032679738562091,77,30,42,4,True
p10% hard7.5% trail10% rsi70,23.076442547547487,0.22107323461935047,-0.4847949132931594,461,230,0.4782608695652174,107,51,69,3,True
p12% hard10.0% trail15% rsi70,23.074368085842718,0.22106624948303133,-0.4824155886525565,311,155,0.5612903225806452,87,50,13,5,True
LIVE + QQQ above EMA21 entry,23.029800521915554,0.22091603919532354,-0.31542086157077887,275,137,0.6131386861313869,84,39,12,2,True
p10% hard10.0% trail10% rsiNone,22.82285988197174,0.22021498174745258,-0.5238239172867035,467,233,0.48068669527896996,108,19,101,5,True
LIVE + trend efficiency20 >= 0.20,22.746582437697917,0.21995507278893633,-0.41953480937083887,258,129,0.6046511627906976,78,33,14,4,False
p12% hard10.0% trail15% rsi55,22.679959033995505,0.21972739058326685,-0.5450931368415612,251,125,0.584,73,36,12,4,True
p15% hard7.5% trail10% rsi65,22.56599521126757,0.2193364689770123,-0.4621312155827879,367,183,0.4207650273224044,65,39,76,3,True
p12% hard7.5% trail10% rsi60,22.403046845748015,0.2187742959172556,-0.3974694371976014,371,185,0.43243243243243246,78,43,62,2,True
p8% hard7.5% trail10% rsiNone,21.741260961148264,0.21645106336365427,-0.6013186186194261,545,272,0.5147058823529411,139,62,67,4,True
p10% hard7.5% trail10% rsiNone,21.629416856333812,0.21605190102588323,-0.565532171300146,481,240,0.4666666666666667,108,51,77,4,True
p8% hard7.5% trail10% rsi60,21.121012182834882,0.21421273325442525,-0.40337294233204957,431,215,0.5302325581395348,112,49,52,2,True
p6% hard10.0% trail10% rsiNone,20.80754468541911,0.21305798527799213,-0.5429869980837613,599,299,0.5953177257525084,178,29,87,5,True
p8% hard10.0% trail15% rsi60,20.608759435073907,0.21231723230125432,-0.5028184973230454,347,173,0.653179190751445,113,49,7,4,True
p12% hard7.5% trail12% rsi55,20.028130038309197,0.2101146208124336,-0.587818477935186,295,147,0.4965986394557823,72,47,26,2,True
p10% hard7.5% trail10% rsi60,19.890696487874454,0.2095845225118269,-0.4360823897946805,399,199,0.47738693467336685,93,46,58,2,True
p15% hard10.0% trail10% rsiNone,19.87383768182529,0.20951926000166377,-0.493256280166119,399,199,0.4221105527638191,73,23,98,5,True
p10% hard10.0% trail15% rsi65,19.752555669522554,0.20904822872943418,-0.47174999001757767,321,160,0.60625,97,48,11,4,True
p15% hard7.5% trail10% rsiNone,19.728971818136042,0.2089563201020661,-0.49325628016611944,407,203,0.4088669950738916,73,49,77,4,True
p12% hard10.0% trail12% rsi65,19.70083365633779,0.20884652818241256,-0.5183812752435459,321,160,0.49375,78,31,46,5,True
p12% hard10.0% trail15% rsi65,19.524417154004336,0.20815480613696136,-0.48783537326833404,289,144,0.5555555555555556,80,44,16,4,True
p6% hard5.0% trail15% rsiNone,19.356044353813974,0.2074891430390935,-0.5808498623783147,649,324,0.5679012345679012,184,139,1,0,True
p10% hard5.0% trail15% rsi60,18.90863521823624,0.2056936032937553,-0.5173797381735395,411,205,0.47804878048780486,98,106,0,1,True
p8% hard7.5% trail15% rsi70,18.889168126565888,0.20561457809387806,-0.5243999014328321,449,224,0.5803571428571429,130,84,5,5,True
p8% hard5.0% trail15% rsiNone,18.85423383848031,0.20547257355709503,-0.5360430051817745,575,287,0.5087108013937283,146,139,1,1,True
p15% hard10.0% trail10% rsi65,18.84289400238939,0.20542642523909094,-0.503422977066962,365,182,0.42857142857142855,66,17,95,4,True
p8% hard7.5% trail10% rsi55,18.80345689032197,0.20526573020215788,-0.48802122960920913,389,194,0.5515463917525774,105,43,44,2,True
p12% hard5.0% trail12% rsiNone,18.421694781668613,0.20369363328610812,-0.5601123477119161,465,232,0.4224137931034483,97,116,19,0,True
p6% hard7.5% trail10% rsi70,18.08885968587231,0.20229792357831378,-0.525315833122558,567,283,0.5759717314487632,162,60,57,4,True
p6% hard7.5% trail15% rsi55,17.751674717653547,0.2008592343378186,-0.4376195857233638,389,194,0.6494845360824743,126,61,4,3,True
p12% hard7.5% trail10% rsi70,17.573506533504702,0.20008866718690088,-0.495791702944426,421,210,0.43333333333333335,87,52,68,3,True
p6% hard5.0% trail12% rsiNone,17.50144598960692,0.19977493004000446,-0.5808498623783144,653,326,0.5613496932515337,183,138,5,0,True
p8% hard5.0% trail15% rsi60,17.45930174753408,0.1995908814294507,-0.49210951142886283,465,232,0.5129310344827587,119,112,0,1,True
p12% hard10.0% trail15% rsi60,17.44714858811149,0.19953772994634034,-0.5069828165374539,279,139,0.5611510791366906,78,45,12,4,True
p6% hard10.0% trail12% rsi65,17.147160998246733,0.1982146316113993,-0.519926609690994,441,220,0.6454545454545455,142,34,39,5,True
p10% hard10.0% trail10% rsi60,17.03736343388761,0.19772494430704768,-0.4172411617485281,385,192,0.484375,91,14,84,3,True
p6% hard7.5% trail8% rsiNone,16.908287331391726,0.197145483399219,-0.5037806283080909,693,346,0.5317919075144508,181,49,114,2,True
p8% hard5.0% trail12% rsi60,16.77741197840932,0.1965537005443312,-0.5117356577695806,471,235,0.502127659574468,118,110,6,1,True
p12% hard5.0% trail12% rsi70,16.520429174749303,0.19537900894307803,-0.5625252449349633,447,223,0.4304932735426009,93,113,17,0,True
LIVE + macro balanced,16.022980988346305,0.19305568276512597,-0.3304362500480894,259,129,0.6046511627906976,78,38,11,2,True
p8% hard5.0% trail12% rsiNone,15.970020491277264,0.1928043664063095,-0.5360430051817746,587,293,0.4948805460750853,145,137,10,1,True
p8% hard5.0% trail15% rsi65,15.780456197734429,0.1918983751436245,-0.5150959583331374,487,243,0.5061728395061729,123,118,1,1,True
p10% hard5.0% trail15% rsi55,15.671984364965256,0.19137535718500032,-0.5339015623238094,373,186,0.489247311827957,91,93,1,1,True
p6% hard10.0% trail15% rsi65,15.628994943114538,0.19116713694702514,-0.49752727799011376,407,203,0.6896551724137931,140,51,7,5,True
LIVE + early score <= 1 entry,15.556598463871362,0.19081526787772285,-0.37871326698521435,285,142,0.5915492957746479,84,41,15,2,True
p12% hard5.0% trail15% rsi55,15.432405917952616,0.19020806725774841,-0.5492348409757877,341,170,0.45294117647058824,77,90,2,1,True
p10% hard10.0% trail10% rsi70,15.424844002279338,0.1901709480185816,-0.48479491329315927,449,224,0.48214285714285715,105,19,96,4,True
p8% hard5.0% trail10% rsi70,15.247470665705812,0.18929535055163504,-0.5337035599751223,559,279,0.4874551971326165,134,115,30,0,True
p8% hard10.0% trail10% rsi70,15.217656509405836,0.18914723840660352,-0.5060755445097327,493,246,0.524390243902439,128,20,94,4,True
p12% hard5.0% trail10% rsiNone,15.00379592427447,0.1880767768394811,-0.5371370145014323,499,249,0.40562248995983935,97,110,42,0,True
p12% hard7.5% trail10% rsi55,14.892005073833568,0.18751151770268493,-0.5718254758269277,335,167,0.46706586826347307,72,41,52,2,True
LIVE + ADX18 and SMA20 above SMA50,14.871769127241203,0.18740877216716445,-0.3439219626353184,284,142,0.5845070422535211,83,37,20,2,False
p6% hard10.0% trail8% rsiNone,14.779108354071312,0.18693661998093813,-0.5360972415680898,693,346,0.5289017341040463,180,13,151,2,True
p6% hard5.0% trail15% rsi70,14.700649053325545,0.18653465903262711,-0.5928090546891757,609,304,0.5625,171,132,1,0,True
LIVE + VIX 5d spike <= 25%,14.533369077153392,0.18567090354618965,-0.46491157725610166,357,178,0.5617977528089888,100,53,21,4,True
p12% hard5.0% trail12% rsi60,14.314848321945567,0.18452843253859474,-0.532938236605337,397,198,0.41919191919191917,83,99,16,0,True
p15% hard7.5% trail8% rsi70,14.298533617738572,0.1844424820954882,-0.5811836011258684,475,237,0.42616033755274263,67,46,123,1,True
p15% hard10.0% trail8% rsi70,14.298533617738572,0.1844424820954882,-0.5811836011258684,475,237,0.42616033755274263,67,10,159,1,True
p12% hard5.0% trail15% rsi65,14.297274164334684,0.18443584312371586,-0.5251377059116142,407,203,0.42857142857142855,87,111,4,1,True
p6% hard7.5% trail12% rsi55,14.223057363279048,0.18404365304817993,-0.43761958572336324,397,198,0.6313131313131313,125,58,12,3,True
p15% hard5.0% trail10% rsi70,14.111072520299379,0.1834482398599666,-0.5984136073085563,429,214,0.38317757009345793,69,90,55,0,True
p8% hard10.0% trail10% rsi55,14.080727462689099,0.18328613606620037,-0.46075907914191105,377,188,0.5478723404255319,101,14,70,3,True
LIVE + VIX 5d spike <= 15%,14.032642028723258,0.18302859179132258,-0.5143534663953382,347,173,0.5780346820809249,100,54,15,4,True
p8% hard5.0% trail15% rsi55,14.017030677843044,0.18294480010708614,-0.48863446098089114,417,208,0.5192307692307693,108,99,0,1,True
p6% hard10.0% trail10% rsi70,13.994959265439798,0.18282618574246712,-0.5339282952006712,551,275,0.5890909090909091,161,24,86,4,True
p15% hard5.0% trail8% rsi70,13.98886928658461,0.18279342664678566,-0.5556951753206933,487,243,0.411522633744856,65,87,91,0,True
p10% hard10.0% trail12% rsi55,13.96013871841028,0.1826386994020468,-0.4579541913851751,305,152,0.5592105263157895,84,27,38,3,True
p15% hard5.0% trail10% rsi60,13.895644018285166,0.1822902771616559,-0.5056836143492887,385,192,0.3958333333333333,63,83,46,0,True
p12% hard7.5% trail10% rsi65,13.894807917465114,0.18228575032676497,-0.4356358601160225,393,196,0.42346938775510207,79,45,69,3,True
p10% hard7.5% trail10% rsi55,13.664395125281008,0.18102841881034348,-0.5651609560276174,357,178,0.4943820224719101,85,42,49,2,True
p10% hard10.0% trail10% rsi55,13.642911462508058,0.18091017552594524,-0.4413815774674652,345,172,0.5,83,13,73,3,True
p12% hard5.0% trail15% rsi60,13.46856890008642,0.1799441164804465,-0.5173797381735397,385,192,0.4375,84,106,1,1,True
p8% hard10.0% trail10% rsi60,13.35002030868033,0.179280509551079,-0.40337294233204957,419,209,0.5263157894736842,108,16,82,3,True
p10% hard5.0% trail12% rsi55,13.193191862935395,0.1783940915026272,-0.5339015623238094,377,188,0.4787234042553192,89,89,10,0,True
p12% hard7.5% trail8% rsiNone,13.156163079343372,0.1781833598404925,-0.4796929509110682,541,270,0.42592592592592593,90,45,133,2,True
p12% hard10.0% trail8% rsiNone,13.156163079343372,0.1781833598404925,-0.4796929509110682,541,270,0.42592592592592593,90,10,168,2,True
p6% hard10.0% trail12% rsi60,12.602333423395814,0.17496340552920153,-0.5021103711707131,413,206,0.6456310679611651,133,32,37,4,True
p12% hard10.0% trail10% rsi55,12.531963941583195,0.17454482980430397,-0.5490257837706334,327,163,0.4662576687116564,70,14,76,3,True
p8% hard7.5% trail10% rsi65,12.493753310461889,0.17431662029032458,-0.4358237147449334,473,236,0.5084745762711864,118,50,65,3,True
p12% hard10.0% trail10% rsi60,12.28297424393064,0.17304589268945714,-0.3974694371976014,363,181,0.430939226519337,75,17,86,3,True
p12% hard10.0% trail12% rsi55,12.281316584030895,0.17303581844075788,-0.5458541255205109,279,139,0.5107913669064749,70,28,38,3,True
p8% hard5.0% trail10% rsiNone,12.192877669134102,0.17249648588523803,-0.5769228602556283,609,304,0.48026315789473684,145,127,32,0,True
p12% hard10.0% trail10% rsi70,12.056047795606927,0.17165478655039212,-0.495791702944426,413,206,0.4320388349514563,85,16,101,4,True
p8% hard5.0% trail8% rsi70,11.967638150080607,0.1711061708020647,-0.5664457483206715,607,303,0.45874587458745875,130,100,73,0,True
p8% hard10.0% trail12% rsi55,11.90184993019504,0.17069546147827452,-0.511098958292743,343,171,0.5964912280701754,102,30,35,4,True
LIVE + SMA20 above SMA50,11.896054421447962,0.1706591788790086,-0.3863219356442288,314,157,0.5668789808917197,89,45,21,2,False
p10% hard7.5% trail8% rsi70,11.79436775382374,0.17001986509138955,-0.5275010500899664,545,272,0.45588235294117646,106,47,118,1,True
p10% hard10.0% trail8% rsi70,11.79436775382374,0.17001986509138955,-0.5275010500899664,545,272,0.45588235294117646,106,13,152,1,True
p6% hard10.0% trail10% rsi55,11.435969625850243,0.1677246683473539,-0.433410603237971,421,210,0.6047619047619047,125,13,69,3,True
p6% hard5.0% trail12% rsi70,11.178214140997033,0.1660319697715671,-0.5928090546891757,613,306,0.5490196078431373,168,131,7,0,True
p10% hard5.0% trail15% rsi65,10.761386357841618,0.16321570167028399,-0.5240566716430937,437,218,0.45871559633027525,100,114,3,1,True
p6% hard7.5% trail10% rsi55,10.737830325154931,0.16305351394219336,-0.4620553977819801,429,214,0.5981308411214953,126,44,41,3,True
p8% hard5.0% trail12% rsi65,10.603343334480074,0.16212111534914353,-0.5369847795976364,493,246,0.483739837398374,119,116,10,1,True
p10% hard5.0% trail8% rsi70,10.522263637519597,0.16155362469455525,-0.5664457483206715,561,280,0.4357142857142857,104,95,81,0,True
p6% hard5.0% trail15% rsi65,10.476372841157973,0.16123060991830962,-0.5689874655882682,563,281,0.5587188612099644,157,123,1,0,True
p6% hard5.0% trail15% rsi60,10.382186364614213,0.16056348184308988,-0.5142489064541627,515,257,0.5603112840466926,144,113,0,0,True
p15% hard10.0% trail8% rsiNone,10.312605264778563,0.16006698535256092,-0.4979643096193198,493,246,0.42276422764227645,66,11,167,2,True
p6% hard5.0% trail12% rsi60,10.105387218203896,0.15856957649222392,-0.5142489064541627,519,259,0.555984555984556,144,112,3,0,True
p10% hard5.0% trail12% rsi65,10.052306300487077,0.15818137583425607,-0.4716295731126716,449,224,0.44642857142857145,99,109,16,0,True
p12% hard5.0% trail12% rsi55,10.010481353540511,0.15787413987393428,-0.5649550008052856,351,175,0.42857142857142855,74,87,14,0,True
p12% hard5.0% trail10% rsi60,9.774282445698399,0.15611618615638,-0.4713550818605814,419,209,0.3923444976076555,80,91,38,0,True
p6% hard10.0% trail15% rsi60,9.645294877522621,0.15513930725103786,-0.4745369963716428,377,188,0.6861702127659575,129,48,7,4,True
p15% hard7.5% trail8% rsiNone,9.532142893734072,0.1542722330317592,-0.4979643096193198,495,247,0.42105263157894735,66,47,132,2,True
p10% hard5.0% trail10% rsi70,9.397559317565516,0.1532282926169799,-0.5497267417285625,505,252,0.43253968253968256,105,108,39,0,True
p6% hard7.5% trail10% rsi60,9.379340835572984,0.15308590073488526,-0.4021459111496347,485,242,0.5743801652892562,137,52,50,3,True
p6% hard7.5% trail8% rsi70,9.243557491843495,0.15201641392941778,-0.5976786275861576,635,317,0.5236593059936908,161,50,105,1,True
p6% hard10.0% trail8% rsi70,9.243557491843495,0.15201641392941778,-0.5976786275861576,635,317,0.5236593059936908,161,13,142,1,True
